x,y,depth_norm,depth_mm
476,376,0.5112,4089
480,376,0.5001,4001
484,376,0.4895,3916
488,376,0.4787,3829
492,376,0.4664,3730
496,376,0.4545,3636
500,376,0.4439,3550
504,376,0.4337,3469
508,376,0.4224,3378
512,376,0.4116,3292
516,376,0.4004,3203
520,376,0.3892,3113
524,376,0.3770,3016
528,376,0.3636,2908
532,376,0.3471,2777
536,376,0.3314,2651
540,376,0.3181,2544
544,376,0.3082,2465
548,376,0.3003,2402
552,376,0.2947,2357
556,376,0.2880,2303
560,376,0.2819,2255
564,376,0.2783,2226
568,376,0.2742,2193
572,376,0.2699,2159
576,376,0.2637,2109
580,376,0.2591,2073
584,376,0.2567,2053
588,376,0.2554,2043
592,376,0.2517,2013
596,376,0.2481,1985
600,376,0.2456,1965
604,376,0.2444,1955
608,376,0.2418,1934
612,376,0.2399,1918
616,376,0.2373,1898
620,376,0.2358,1886
624,376,0.2362,1889
628,376,0.2413,1930
632,376,0.2524,2019
636,376,0.2889,2311
0,380,0.2362,1889
4,380,0.2336,1868
8,380,0.2309,1847
12,380,0.2299,1839
16,380,0.2302,1841
20,380,0.2299,1839
24,380,0.2291,1832
28,380,0.2286,1829
32,380,0.2286,1828
36,380,0.2302,1841
40,380,0.2331,1864
44,380,0.2355,1883
48,380,0.2354,1882
52,380,0.2363,1890
56,380,0.2369,1894
60,380,0.2374,1899
64,380,0.2378,1902
68,380,0.2392,1913
72,380,0.2400,1919
76,380,0.2416,1932
80,380,0.2445,1956
84,380,0.2482,1985
88,380,0.2513,2010
92,380,0.2523,2018
96,380,0.2540,2032
100,380,0.2564,2051
104,380,0.2591,2072
108,380,0.2642,2113
112,380,0.2724,2178
116,380,0.2801,2240
120,380,0.2915,2332
124,380,0.3103,2482
128,380,0.3231,2584
132,380,0.3317,2653
136,380,0.3372,2697
140,380,0.3404,2723
144,380,0.3431,2744
148,380,0.3484,2787
152,380,0.3528,2822
156,380,0.3588,2870
160,380,0.3669,2935
164,380,0.3761,3009
168,380,0.3903,3122
172,380,0.4116,3292
176,380,0.4372,3497
180,380,0.4617,3693
184,380,0.4827,3861
188,380,0.4980,3984
192,380,0.5112,4089
196,380,0.5258,4206
200,380,0.5413,4330
204,380,0.5567,4453
208,380,0.5728,4582
212,380,0.5893,4714
216,380,0.6027,4821
220,380,0.6123,4898
224,380,0.6201,4960
228,380,0.6272,5017
232,380,0.6328,5062
236,380,0.6388,5110
240,380,0.6451,5160
244,380,0.6513,5210
248,380,0.6597,5277
252,380,0.6680,5344
256,380,0.6743,5394
260,380,0.6798,5438
264,380,0.6865,5492
268,380,0.6944,5555
272,380,0.7012,5609
276,380,0.7098,5678
280,380,0.7209,5766
284,380,0.7319,5855
288,380,0.7421,5937
292,380,0.7539,6031
296,380,0.7639,6111
300,380,0.7715,6171
304,380,0.7778,6222
308,380,0.7845,6275
312,380,0.7917,6333
316,380,0.7983,6386
320,380,0.8036,6429
324,380,0.8069,6454
328,380,0.8097,6477
332,380,0.8120,6495
336,380,0.8133,6506
340,380,0.8141,6513
344,380,0.8148,6518
348,380,0.8158,6526
352,380,0.8150,6519
356,380,0.8132,6505
360,380,0.8108,6486
364,380,0.8084,6467
368,380,0.8052,6441
372,380,0.7996,6396
376,380,0.7928,6342
380,380,0.7830,6263
384,380,0.7693,6154
388,380,0.7535,6027
392,380,0.7375,5900
396,380,0.7227,5781
400,380,0.7096,5676
404,380,0.6976,5581
408,380,0.6864,5491
412,380,0.6744,5395
416,380,0.6629,5302
420,380,0.6522,5217
424,380,0.6425,5140
428,380,0.6333,5066
432,380,0.6235,4987
436,380,0.6133,4906
440,380,0.6039,4830
444,380,0.5951,4760
448,380,0.5859,4687
452,380,0.5770,4616
456,380,0.5680,4544
460,380,0.5581,4464
464,380,0.5468,4374
468,380,0.5354,4283
472,380,0.5249,4199
476,380,0.5144,4115
480,380,0.5035,4028
484,380,0.4928,3942
488,380,0.4818,3854
492,380,0.4690,3752
496,380,0.4568,3654
500,380,0.4455,3563
504,380,0.4349,3479
508,380,0.4236,3388
512,380,0.4132,3305
516,380,0.4022,3217
520,380,0.3909,3127
524,380,0.3790,3031
528,380,0.3673,2938
532,380,0.3529,2823
536,380,0.3390,2711
540,380,0.3274,2618
544,380,0.3183,2546
548,380,0.3104,2483
552,380,0.3044,2435
556,380,0.2979,2383
560,380,0.2920,2336
564,380,0.2875,2300
568,380,0.2825,2260
572,380,0.2799,2239
576,380,0.2770,2215
580,380,0.2740,2191
584,380,0.2717,2173
588,380,0.2693,2154
592,380,0.2647,2117
596,380,0.2607,2085
600,380,0.2567,2053
604,380,0.2536,2028
608,380,0.2509,2007
612,380,0.2504,2003
616,380,0.2495,1996
620,380,0.2473,1978
624,380,0.2459,1967
628,380,0.2501,2000
632,380,0.2631,2104
636,380,0.3017,2413
0,384,0.2392,1913
4,384,0.2363,1890
8,384,0.2325,1860
12,384,0.2320,1855
16,384,0.2323,1858
20,384,0.2316,1852
24,384,0.2296,1837
28,384,0.2288,1830
32,384,0.2288,1830
36,384,0.2304,1842
40,384,0.2336,1868
44,384,0.2356,1885
48,384,0.2343,1874
52,384,0.2353,1882
56,384,0.2360,1887
60,384,0.2368,1894
64,384,0.2376,1900
68,384,0.2387,1909
72,384,0.2399,1918
76,384,0.2416,1932
80,384,0.2445,1956
84,384,0.2479,1983
88,384,0.2510,2007
92,384,0.2513,2010
96,384,0.2533,2026
100,384,0.2569,2055
104,384,0.2612,2089
108,384,0.2671,2136
112,384,0.2772,2217
116,384,0.2949,2359
120,384,0.3151,2520
124,384,0.3343,2674
128,384,0.3449,2759
132,384,0.3488,2790
136,384,0.3509,2807
140,384,0.3549,2839
144,384,0.3600,2879
148,384,0.3672,2937
152,384,0.3729,2983
156,384,0.3801,3041
160,384,0.3907,3125
164,384,0.4017,3213
168,384,0.4174,3339
172,384,0.4410,3527
176,384,0.4726,3780
180,384,0.4988,3990
184,384,0.5153,4122
188,384,0.5278,4222
192,384,0.5378,4302
196,384,0.5487,4389
200,384,0.5616,4493
204,384,0.5756,4605
208,384,0.5897,4717
212,384,0.6021,4816
216,384,0.6117,4893
220,384,0.6195,4956
224,384,0.6270,5016
228,384,0.6339,5071
232,384,0.6391,5112
236,384,0.6446,5156
240,384,0.6508,5206
244,384,0.6568,5254
248,384,0.6649,5318
252,384,0.6730,5383
256,384,0.6794,5435
260,384,0.6850,5480
264,384,0.6914,5531
268,384,0.6984,5587
272,384,0.7045,5636
276,384,0.7123,5698
280,384,0.7220,5775
284,384,0.7319,5854
288,384,0.7412,5929
292,384,0.7517,6013
296,384,0.7608,6086
300,384,0.7680,6144
304,384,0.7743,6194
308,384,0.7803,6242
312,384,0.7868,6294
316,384,0.7930,6343
320,384,0.7977,6381
324,384,0.8007,6405
328,384,0.8033,6426
332,384,0.8058,6446
336,384,0.8074,6458
340,384,0.8081,6464
344,384,0.8089,6471
348,384,0.8098,6478
352,384,0.8089,6471
356,384,0.8072,6457
360,384,0.8044,6435
364,384,0.8016,6413
368,384,0.7975,6380
372,384,0.7894,6314
376,384,0.7787,6229
380,384,0.7684,6147
384,384,0.7568,6054
388,384,0.7441,5952
392,384,0.7318,5854
396,384,0.7203,5762
400,384,0.7090,5671
404,384,0.6979,5582
408,384,0.6867,5493
412,384,0.6754,5403
416,384,0.6648,5318
420,384,0.6551,5240
424,384,0.6454,5162
428,384,0.6357,5085
432,384,0.6260,5007
436,384,0.6157,4925
440,384,0.6061,4848
444,384,0.5969,4775
448,384,0.5876,4701
452,384,0.5790,4631
456,384,0.5703,4562
460,384,0.5606,4484
464,384,0.5494,4395
468,384,0.5381,4304
472,384,0.5279,4222
476,384,0.5177,4141
480,384,0.5070,4056
484,384,0.4960,3968
488,384,0.4849,3879
492,384,0.4718,3774
496,384,0.4592,3673
500,384,0.4473,3578
504,384,0.4364,3491
508,384,0.4252,3401
512,384,0.4153,3322
516,384,0.4045,3236
520,384,0.3935,3148
524,384,0.3823,3058
528,384,0.3721,2976
532,384,0.3595,2875
536,384,0.3471,2776
540,384,0.3362,2689
544,384,0.3275,2619
548,384,0.3194,2555
552,384,0.3129,2503
556,384,0.3066,2452
560,384,0.3008,2406
564,384,0.2959,2367
568,384,0.2905,2323
572,384,0.2882,2305
576,384,0.2855,2284
580,384,0.2825,2260
584,384,0.2796,2236
588,384,0.2763,2210
592,384,0.2718,2174
596,384,0.2682,2145
600,384,0.2645,2116
604,384,0.2613,2090
608,384,0.2585,2068
612,384,0.2576,2060
616,384,0.2569,2055
620,384,0.2553,2042
624,384,0.2541,2032
628,384,0.2588,2070
632,384,0.2725,2180
636,384,0.3119,2495
0,388,0.2410,1927
4,388,0.2372,1897
8,388,0.2316,1852
12,388,0.2313,1850
16,388,0.2318,1854
20,388,0.2300,1839
24,388,0.2281,1824
28,388,0.2273,1818
32,388,0.2268,1814
36,388,0.2279,1822
40,388,0.2307,1845
44,388,0.2334,1867
48,388,0.2321,1856
52,388,0.2328,1862
56,388,0.2338,1870
60,388,0.2344,1875
64,388,0.2356,1884
68,388,0.2373,1898
72,388,0.2392,1913
76,388,0.2412,1929
80,388,0.2434,1946
84,388,0.2455,1963
88,388,0.2484,1987
92,388,0.2492,1993
96,388,0.2514,2011
100,388,0.2565,2052
104,388,0.2638,2110
108,388,0.2701,2160
112,388,0.2904,2322
116,388,0.3149,2519
120,388,0.3380,2704
124,388,0.3493,2794
128,388,0.3561,2849
132,388,0.3595,2876
136,388,0.3632,2905
140,388,0.3683,2946
144,388,0.3744,2995
148,388,0.3831,3064
152,388,0.3916,3132
156,388,0.4010,3208
160,388,0.4141,3313
164,388,0.4274,3419
168,388,0.4446,3556
172,388,0.4698,3758
176,388,0.5038,4030
180,388,0.5256,4204
184,388,0.5393,4314
188,388,0.5499,4399
192,388,0.5576,4460
196,388,0.5667,4533
200,388,0.5784,4627
204,388,0.5914,4730
208,388,0.6037,4829
212,388,0.6131,4904
216,388,0.6205,4963
220,388,0.6273,5018
224,388,0.6343,5074
228,388,0.6403,5122
232,388,0.6458,5166
236,388,0.6520,5216
240,388,0.6582,5265
244,388,0.6637,5309
248,388,0.6708,5366
252,388,0.6784,5426
256,388,0.6847,5477
260,388,0.6902,5521
264,388,0.6965,5572
268,388,0.7029,5623
272,388,0.7085,5668
276,388,0.7155,5723
280,388,0.7243,5794
284,388,0.7332,5865
288,388,0.7414,5931
292,388,0.7502,6001
296,388,0.7580,6064
300,388,0.7647,6117
304,388,0.7708,6166
308,388,0.7761,6208
312,388,0.7817,6253
316,388,0.7872,6297
320,388,0.7910,6328
324,388,0.7931,6344
328,388,0.7951,6360
332,388,0.7974,6378
336,388,0.7990,6392
340,388,0.8004,6403
344,388,0.8013,6410
348,388,0.8023,6418
352,388,0.8019,6414
356,388,0.8002,6401
360,388,0.7973,6378
364,388,0.7936,6348
368,388,0.7880,6304
372,388,0.7775,6220
376,388,0.7673,6138
380,388,0.7580,6063
384,388,0.7473,5978
388,388,0.7368,5894
392,388,0.7272,5817
396,388,0.7186,5748
400,388,0.7086,5668
404,388,0.6982,5585
408,388,0.6879,5503
412,388,0.6774,5419
416,388,0.6672,5337
420,388,0.6571,5256
424,388,0.6468,5174
428,388,0.6372,5097
432,388,0.6275,5020
436,388,0.6175,4939
440,388,0.6075,4859
444,388,0.5976,4781
448,388,0.5879,4703
452,388,0.5795,4636
456,388,0.5714,4570
460,388,0.5621,4496
464,388,0.5512,4409
468,388,0.5402,4321
472,388,0.5305,4243
476,388,0.5207,4165
480,388,0.5102,4081
484,388,0.4988,3990
488,388,0.4871,3896
492,388,0.4737,3789
496,388,0.4609,3687
500,388,0.4489,3591
504,388,0.4379,3503
508,388,0.4269,3415
512,388,0.4173,3338
516,388,0.4068,3254
520,388,0.3963,3170
524,388,0.3857,3085
528,388,0.3764,3011
532,388,0.3654,2923
536,388,0.3546,2836
540,388,0.3446,2756
544,388,0.3362,2689
548,388,0.3283,2626
552,388,0.3215,2571
556,388,0.3151,2520
560,388,0.3089,2471
564,388,0.3032,2425
568,388,0.2968,2374
572,388,0.2936,2348
576,388,0.2899,2319
580,388,0.2865,2291
584,388,0.2832,2265
588,388,0.2803,2242
592,388,0.2772,2217
596,388,0.2744,2195
600,388,0.2708,2166
604,388,0.2681,2144
608,388,0.2660,2127
612,388,0.2662,2129
616,388,0.2659,2126
620,388,0.2636,2108
624,388,0.2628,2102
628,388,0.2677,2141
632,388,0.2819,2255
636,388,0.3232,2585
0,392,0.2417,1933
4,392,0.2391,1912
8,392,0.2332,1865
12,392,0.2327,1861
16,392,0.2328,1862
20,392,0.2302,1841
24,392,0.2273,1818
28,392,0.2270,1816
32,392,0.2265,1812
36,392,0.2260,1807
40,392,0.2285,1828
44,392,0.2317,1853
48,392,0.2311,1849
52,392,0.2318,1854
56,392,0.2332,1865
60,392,0.2334,1866
64,392,0.2347,1877
68,392,0.2371,1896
72,392,0.2393,1914
76,392,0.2408,1926
80,392,0.2422,1937
84,392,0.2436,1949
88,392,0.2475,1979
92,392,0.2487,1989
96,392,0.2520,2015
100,392,0.2593,2074
104,392,0.2664,2130
108,392,0.2748,2198
112,392,0.3036,2429
116,392,0.3313,2650
120,392,0.3483,2786
124,392,0.3576,2861
128,392,0.3643,2914
132,392,0.3687,2949
136,392,0.3749,2998
140,392,0.3814,3051
144,392,0.3879,3102
148,392,0.3973,3178
152,392,0.4088,3270
156,392,0.4219,3375
160,392,0.4372,3497
164,392,0.4528,3622
168,392,0.4718,3774
172,392,0.5001,4001
176,392,0.5322,4257
180,392,0.5460,4368
184,392,0.5568,4454
188,392,0.5655,4524
192,392,0.5732,4585
196,392,0.5820,4655
200,392,0.5922,4737
204,392,0.6025,4820
208,392,0.6128,4902
212,392,0.6211,4968
216,392,0.6278,5022
220,392,0.6341,5073
224,392,0.6404,5122
228,392,0.6460,5167
232,392,0.6521,5216
236,392,0.6587,5269
240,392,0.6647,5317
244,392,0.6698,5358
248,392,0.6762,5409
252,392,0.6831,5464
256,392,0.6894,5515
260,392,0.6949,5558
264,392,0.7005,5603
268,392,0.7057,5645
272,392,0.7104,5683
276,392,0.7168,5734
280,392,0.7251,5800
284,392,0.7334,5867
288,392,0.7407,5925
292,392,0.7482,5985
296,392,0.7550,6039
300,392,0.7611,6088
304,392,0.7666,6132
308,392,0.7716,6172
312,392,0.7774,6219
316,392,0.7830,6264
320,392,0.7868,6294
324,392,0.7887,6309
328,392,0.7903,6322
332,392,0.7916,6332
336,392,0.7925,6340
340,392,0.7935,6347
344,392,0.7942,6353
348,392,0.7941,6352
352,392,0.7931,6344
356,392,0.7909,6327
360,392,0.7880,6304
364,392,0.7841,6272
368,392,0.7776,6221
372,392,0.7698,6158
376,392,0.7622,6097
380,392,0.7548,6038
384,392,0.7461,5968
388,392,0.7371,5896
392,392,0.7271,5816
396,392,0.7174,5738
400,392,0.7072,5657
404,392,0.6971,5576
408,392,0.6869,5495
412,392,0.6769,5415
416,392,0.6671,5336
420,392,0.6579,5263
424,392,0.6485,5188
428,392,0.6393,5114
432,392,0.6291,5032
436,392,0.6182,4945
440,392,0.6076,4860
444,392,0.5970,4775
448,392,0.5870,4695
452,392,0.5788,4630
456,392,0.5710,4567
460,392,0.5621,4497
464,392,0.5520,4416
468,392,0.5420,4335
472,392,0.5330,4264
476,392,0.5237,4189
480,392,0.5130,4104
484,392,0.5010,4008
488,392,0.4887,3909
492,392,0.4748,3798
496,392,0.4622,3697
500,392,0.4508,3606
504,392,0.4402,3521
508,392,0.4295,3435
512,392,0.4201,3360
516,392,0.4100,3279
520,392,0.3997,3197
524,392,0.3895,3116
528,392,0.3808,3046
532,392,0.3708,2966
536,392,0.3611,2888
540,392,0.3517,2813
544,392,0.3435,2747
548,392,0.3357,2685
552,392,0.3285,2627
556,392,0.3216,2572
560,392,0.3151,2520
564,392,0.3093,2474
568,392,0.3028,2422
572,392,0.2990,2391
576,392,0.2948,2358
580,392,0.2912,2329
584,392,0.2879,2303
588,392,0.2854,2282
592,392,0.2828,2262
596,392,0.2803,2242
600,392,0.2768,2214
604,392,0.2741,2193
608,392,0.2722,2177
612,392,0.2727,2181
616,392,0.2721,2176
620,392,0.2694,2154
624,392,0.2684,2147
628,392,0.2733,2186
632,392,0.2887,2309
636,392,0.3318,2654
0,396,0.2429,1943
4,396,0.2405,1923
8,396,0.2349,1879
12,396,0.2349,1879
16,396,0.2357,1885
20,396,0.2326,1861
24,396,0.2278,1822
28,396,0.2271,1816
32,396,0.2258,1806
36,396,0.2243,1794
40,396,0.2258,1806
44,396,0.2295,1835
48,396,0.2291,1833
52,396,0.2300,1840
56,396,0.2325,1860
60,396,0.2331,1865
64,396,0.2349,1879
68,396,0.2377,1901
72,396,0.2396,1917
76,396,0.2405,1924
80,396,0.2414,1931
84,396,0.2427,1941
88,396,0.2467,1973
92,396,0.2481,1984
96,396,0.2535,2028
100,396,0.2612,2089
104,396,0.2694,2155
108,396,0.2819,2255
112,396,0.3179,2543
116,396,0.3452,2761
120,396,0.3561,2849
124,396,0.3654,2923
128,396,0.3724,2979
132,396,0.3790,3032
136,396,0.3874,3099
140,396,0.3959,3166
144,396,0.4046,3236
148,396,0.4156,3324
152,396,0.4316,3453
156,396,0.4487,3589
160,396,0.4668,3734
164,396,0.4848,3878
168,396,0.5051,4040
172,396,0.5341,4272
176,396,0.5538,4430
180,396,0.5652,4521
184,396,0.5733,4586
188,396,0.5801,4640
192,396,0.5867,4693
196,396,0.5944,4755
200,396,0.6032,4825
204,396,0.6118,4894
208,396,0.6209,4967
212,396,0.6292,5033
216,396,0.6355,5084
220,396,0.6411,5128
224,396,0.6468,5174
228,396,0.6524,5219
232,396,0.6582,5265
236,396,0.6647,5317
240,396,0.6705,5363
244,396,0.6754,5403
248,396,0.6815,5452
252,396,0.6879,5503
256,396,0.6937,5549
260,396,0.6987,5589
264,396,0.7040,5632
268,396,0.7087,5669
272,396,0.7132,5705
276,396,0.7191,5752
280,396,0.7263,5810
284,396,0.7338,5870
288,396,0.7407,5925
292,396,0.7477,5981
296,396,0.7540,6031
300,396,0.7595,6076
304,396,0.7648,6118
308,396,0.7699,6159
312,396,0.7754,6203
316,396,0.7803,6242
320,396,0.7837,6269
324,396,0.7855,6284
328,396,0.7871,6296
332,396,0.7879,6302
336,396,0.7883,6306
340,396,0.7890,6312
344,396,0.7892,6313
348,396,0.7879,6303
352,396,0.7863,6290
356,396,0.7844,6274
360,396,0.7823,6258
364,396,0.7782,6225
368,396,0.7728,6182
372,396,0.7664,6131
376,396,0.7602,6081
380,396,0.7535,6027
384,396,0.7450,5960
388,396,0.7370,5895
392,396,0.7270,5815
396,396,0.7173,5738
400,396,0.7073,5658
404,396,0.6975,5580
408,396,0.6880,5504
412,396,0.6789,5431
416,396,0.6695,5355
420,396,0.6603,5282
424,396,0.6515,5211
428,396,0.6425,5140
432,396,0.6321,5056
436,396,0.6205,4964
440,396,0.6092,4873
444,396,0.5980,4784
448,396,0.5877,4701
452,396,0.5793,4634
456,396,0.5715,4571
460,396,0.5629,4503
464,396,0.5536,4428
468,396,0.5443,4354
472,396,0.5358,4286
476,396,0.5266,4212
480,396,0.5161,4128
484,396,0.5041,4032
488,396,0.4915,3931
492,396,0.4774,3819
496,396,0.4651,3720
500,396,0.4539,3631
504,396,0.4435,3548
508,396,0.4332,3465
512,396,0.4245,3395
516,396,0.4148,3318
520,396,0.4050,3239
524,396,0.3954,3162
528,396,0.3871,3096
532,396,0.3770,3015
536,396,0.3672,2937
540,396,0.3580,2863
544,396,0.3497,2797
548,396,0.3419,2735
552,396,0.3344,2674
556,396,0.3271,2616
560,396,0.3206,2564
564,396,0.3153,2522
568,396,0.3099,2479
572,396,0.3064,2450
576,396,0.3020,2416
580,396,0.2977,2381
584,396,0.2939,2351
588,396,0.2908,2326
592,396,0.2878,2302
596,396,0.2850,2280
600,396,0.2817,2253
604,396,0.2786,2228
608,396,0.2778,2222
612,396,0.2785,2228
616,396,0.2772,2217
620,396,0.2748,2198
624,396,0.2728,2182
628,396,0.2772,2217
632,396,0.2938,2350
636,396,0.3380,2703
0,400,0.2442,1953
4,400,0.2415,1932
8,400,0.2364,1891
12,400,0.2368,1894
16,400,0.2380,1904
20,400,0.2341,1872
24,400,0.2271,1816
28,400,0.2254,1802
32,400,0.2233,1786
36,400,0.2215,1771
40,400,0.2231,1785
44,400,0.2274,1818
48,400,0.2289,1831
52,400,0.2298,1838
56,400,0.2312,1849
60,400,0.2322,1857
64,400,0.2340,1872
68,400,0.2367,1893
72,400,0.2394,1915
76,400,0.2413,1930
80,400,0.2425,1939
84,400,0.2441,1952
88,400,0.2481,1984
92,400,0.2496,1997
96,400,0.2550,2040
100,400,0.2616,2093
104,400,0.2730,2184
108,400,0.3021,2416
112,400,0.3292,2633
116,400,0.3499,2799
120,400,0.3615,2892
124,400,0.3704,2962
128,400,0.3805,3043
132,400,0.3886,3109
136,400,0.3989,3190
140,400,0.4107,3285
144,400,0.4234,3387
148,400,0.4387,3509
152,400,0.4578,3662
156,400,0.4776,3821
160,400,0.5000,4000
164,400,0.5245,4195
168,400,0.5428,4342
172,400,0.5582,4465
176,400,0.5706,4564
180,400,0.5796,4636
184,400,0.5863,4690
188,400,0.5923,4738
192,400,0.5981,4784
196,400,0.6051,4840
200,400,0.6128,4902
204,400,0.6208,4966
208,400,0.6293,5034
212,400,0.6377,5101
216,400,0.6441,5152
220,400,0.6497,5197
224,400,0.6557,5245
228,400,0.6608,5286
232,400,0.6658,5326
236,400,0.6718,5374
240,400,0.6777,5421
244,400,0.6826,5460
248,400,0.6881,5504
252,400,0.6938,5550
256,400,0.6993,5594
260,400,0.7044,5635
264,400,0.7092,5673
268,400,0.7134,5706
272,400,0.7177,5741
276,400,0.7232,5785
280,400,0.7292,5833
284,400,0.7358,5886
288,400,0.7422,5937
292,400,0.7487,5989
296,400,0.7541,6032
300,400,0.7588,6070
304,400,0.7635,6107
308,400,0.7685,6147
312,400,0.7733,6186
316,400,0.7773,6218
320,400,0.7805,6243
324,400,0.7827,6261
328,400,0.7844,6274
332,400,0.7851,6281
336,400,0.7858,6286
340,400,0.7864,6291
344,400,0.7864,6290
348,400,0.7844,6275
352,400,0.7828,6262
356,400,0.7810,6248
360,400,0.7786,6229
364,400,0.7741,6192
368,400,0.7686,6148
372,400,0.7628,6102
376,400,0.7569,6054
380,400,0.7503,6002
384,400,0.7427,5941
388,400,0.7354,5883
392,400,0.7260,5808
396,400,0.7168,5734
400,400,0.7075,5659
404,400,0.6984,5587
408,400,0.6894,5515
412,400,0.6806,5444
416,400,0.6710,5367
420,400,0.6615,5292
424,400,0.6525,5219
428,400,0.6428,5142
432,400,0.6320,5056
436,400,0.6203,4962
440,400,0.6093,4874
444,400,0.5987,4789
448,400,0.5888,4710
452,400,0.5803,4642
456,400,0.5724,4578
460,400,0.5638,4510
464,400,0.5550,4439
468,400,0.5464,4371
472,400,0.5381,4304
476,400,0.5290,4231
480,400,0.5188,4150
484,400,0.5076,4060
488,400,0.4956,3964
492,400,0.4821,3856
496,400,0.4699,3759
500,400,0.4586,3668
504,400,0.4481,3585
508,400,0.4382,3505
512,400,0.4306,3444
516,400,0.4220,3376
520,400,0.4131,3304
524,400,0.4039,3230
528,400,0.3950,3160
532,400,0.3836,3068
536,400,0.3730,2983
540,400,0.3635,2907
544,400,0.3552,2841
548,400,0.3471,2777
552,400,0.3388,2710
556,400,0.3311,2649
560,400,0.3250,2599
564,400,0.3200,2559
568,400,0.3148,2518
572,400,0.3112,2489
576,400,0.3071,2457
580,400,0.3028,2422
584,400,0.2988,2390
588,400,0.2955,2364
592,400,0.2922,2337
596,400,0.2892,2313
600,400,0.2858,2286
604,400,0.2836,2268
608,400,0.2829,2263
612,400,0.2822,2257
616,400,0.2812,2249
620,400,0.2797,2237
624,400,0.2764,2211
628,400,0.2802,2241
632,400,0.2990,2391
636,400,0.3464,2771
0,404,0.2455,1964
4,404,0.2430,1943
8,404,0.2385,1907
12,404,0.2390,1912
16,404,0.2394,1915
20,404,0.2338,1870
24,404,0.2265,1812
28,404,0.2238,1790
32,404,0.2214,1771
36,404,0.2199,1758
40,404,0.2221,1776
44,404,0.2262,1809
48,404,0.2271,1816
52,404,0.2276,1821
56,404,0.2292,1833
60,404,0.2304,1843
64,404,0.2322,1857
68,404,0.2348,1878
72,404,0.2381,1904
76,404,0.2407,1925
80,404,0.2426,1940
84,404,0.2445,1955
88,404,0.2486,1989
92,404,0.2513,2010
96,404,0.2575,2059
100,404,0.2642,2113
104,404,0.2797,2237
108,404,0.3111,2489
112,404,0.3378,2702
116,404,0.3580,2864
120,404,0.3693,2954
124,404,0.3807,3045
128,404,0.3922,3137
132,404,0.4025,3220
136,404,0.4149,3319
140,404,0.4300,3440
144,404,0.4464,3570
148,404,0.4632,3705
152,404,0.4844,3874
156,404,0.5067,4053
160,404,0.5309,4246
164,404,0.5480,4384
168,404,0.5611,4488
172,404,0.5718,4574
176,404,0.5816,4652
180,404,0.5895,4715
184,404,0.5955,4763
188,404,0.6012,4809
192,404,0.6067,4853
196,404,0.6135,4907
200,404,0.6209,4967
204,404,0.6285,5028
208,404,0.6363,5090
212,404,0.6437,5149
216,404,0.6496,5196
220,404,0.6554,5242
224,404,0.6619,5295
228,404,0.6670,5336
232,404,0.6721,5376
236,404,0.6783,5426
240,404,0.6845,5475
244,404,0.6894,5515
248,404,0.6946,5557
252,404,0.6998,5598
256,404,0.7049,5639
260,404,0.7095,5676
264,404,0.7138,5710
268,404,0.7173,5738
272,404,0.7211,5768
276,404,0.7261,5808
280,404,0.7317,5853
284,404,0.7371,5896
288,404,0.7425,5940
292,404,0.7482,5985
296,404,0.7529,6023
300,404,0.7570,6056
304,404,0.7614,6091
308,404,0.7663,6130
312,404,0.7702,6161
316,404,0.7736,6189
320,404,0.7770,6215
324,404,0.7797,6237
328,404,0.7814,6251
332,404,0.7828,6262
336,404,0.7839,6271
340,404,0.7846,6276
344,404,0.7844,6275
348,404,0.7822,6257
352,404,0.7807,6245
356,404,0.7786,6229
360,404,0.7755,6203
364,404,0.7709,6167
368,404,0.7659,6127
372,404,0.7605,6084
376,404,0.7549,6039
380,404,0.7488,5990
384,404,0.7422,5937
388,404,0.7359,5886
392,404,0.7272,5817
396,404,0.7185,5747
400,404,0.7097,5677
404,404,0.7010,5608
408,404,0.6922,5537
412,404,0.6833,5466
416,404,0.6735,5388
420,404,0.6634,5307
424,404,0.6537,5229
428,404,0.6434,5147
432,404,0.6322,5057
436,404,0.6204,4963
440,404,0.6093,4874
444,404,0.5991,4792
448,404,0.5895,4715
452,404,0.5814,4651
456,404,0.5736,4588
460,404,0.5652,4521
464,404,0.5566,4453
468,404,0.5482,4385
472,404,0.5399,4318
476,404,0.5308,4246
480,404,0.5205,4163
484,404,0.5094,4074
488,404,0.4979,3983
492,404,0.4850,3880
496,404,0.4729,3783
500,404,0.4616,3692
504,404,0.4508,3606
508,404,0.4407,3525
512,404,0.4335,3467
516,404,0.4256,3404
520,404,0.4175,3340
524,404,0.4092,3273
528,404,0.4005,3203
532,404,0.3888,3110
536,404,0.3779,3023
540,404,0.3682,2945
544,404,0.3597,2877
548,404,0.3519,2814
552,404,0.3434,2746
556,404,0.3357,2685
560,404,0.3297,2637
564,404,0.3246,2596
568,404,0.3194,2554
572,404,0.3158,2526
576,404,0.3119,2495
580,404,0.3080,2463
584,404,0.3047,2437
588,404,0.3017,2413
592,404,0.2984,2387
596,404,0.2953,2362
600,404,0.2921,2336
604,404,0.2881,2304
608,404,0.2857,2285
612,404,0.2851,2280
616,404,0.2844,2275
620,404,0.2832,2265
624,404,0.2812,2249
628,404,0.2853,2282
632,404,0.3054,2442
636,404,0.3540,2831
0,408,0.2474,1979
4,408,0.2441,1953
8,408,0.2383,1906
12,408,0.2380,1904
