x,y,depth_norm,depth_mm
0,0,0.4574,3659
4,0,0.4539,3630
8,0,0.4560,3648
12,0,0.4568,3654
16,0,0.4591,3672
20,0,0.4610,3687
24,0,0.4613,3690
28,0,0.4612,3689
32,0,0.4593,3674
36,0,0.4579,3663
40,0,0.4570,3655
44,0,0.4567,3653
48,0,0.4561,3649
52,0,0.4555,3644
56,0,0.4551,3641
60,0,0.4557,3645
64,0,0.4563,3650
68,0,0.4571,3656
72,0,0.4566,3652
76,0,0.4561,3648
80,0,0.4558,3646
84,0,0.4559,3646
88,0,0.4560,3648
92,0,0.4564,3651
96,0,0.4566,3652
100,0,0.4568,3654
104,0,0.4574,3659
108,0,0.4584,3667
112,0,0.4597,3677
116,0,0.4611,3688
120,0,0.4628,3702
124,0,0.4647,3717
128,0,0.4668,3734
132,0,0.4685,3748
136,0,0.4705,3763
140,0,0.4730,3783
144,0,0.4763,3810
148,0,0.4799,3839
152,0,0.4841,3872
156,0,0.4885,3907
160,0,0.4935,3947
164,0,0.4988,3990
168,0,0.5041,4033
172,0,0.5095,4076
176,0,0.5146,4116
180,0,0.5191,4152
184,0,0.5242,4193
188,0,0.5303,4242
192,0,0.5365,4291
196,0,0.5425,4339
200,0,0.5484,4387
204,0,0.5550,4439
208,0,0.5621,4496
212,0,0.5698,4558
216,0,0.5779,4623
220,0,0.5870,4695
224,0,0.5970,4776
228,0,0.6073,4858
232,0,0.6178,4942
236,0,0.6287,5029
240,0,0.6402,5121
244,0,0.6521,5216
248,0,0.6640,5311
252,0,0.6759,5406
256,0,0.6871,5496
260,0,0.6977,5581
264,0,0.7082,5665
268,0,0.7192,5753
272,0,0.7301,5840
276,0,0.7406,5925
280,0,0.7511,6008
284,0,0.7608,6086
288,0,0.7695,6155
292,0,0.7770,6216
296,0,0.7841,6273
300,0,0.7909,6327
304,0,0.7970,6375
308,0,0.8026,6420
312,0,0.8079,6463
316,0,0.8134,6507
320,0,0.8186,6548
324,0,0.8231,6585
328,0,0.8270,6615
332,0,0.8306,6644
336,0,0.8345,6676
340,0,0.8384,6706
344,0,0.8417,6733
348,0,0.8450,6759
352,0,0.8488,6790
356,0,0.8526,6820
360,0,0.8558,6846
364,0,0.8581,6864
368,0,0.8593,6874
372,0,0.8599,6879
376,0,0.8604,6882
380,0,0.8604,6883
384,0,0.8605,6884
388,0,0.8609,6887
392,0,0.8613,6890
396,0,0.8611,6888
400,0,0.8600,6879
404,0,0.8584,6867
408,0,0.8564,6851
412,0,0.8542,6833
416,0,0.8518,6814
420,0,0.8488,6790
424,0,0.8449,6758
428,0,0.8407,6725
432,0,0.8367,6693
436,0,0.8327,6661
440,0,0.8274,6618
444,0,0.8213,6570
448,0,0.8151,6521
452,0,0.8093,6474
456,0,0.8030,6423
460,0,0.7963,6370
464,0,0.7881,6305
468,0,0.7792,6233
472,0,0.7683,6146
476,0,0.7569,6055
480,0,0.7458,5966
484,0,0.7347,5877
488,0,0.7228,5782
492,0,0.7108,5686
496,0,0.7002,5601
500,0,0.6904,5523
504,0,0.6690,5352
508,0,0.6368,5094
512,0,0.5538,4430
516,0,0.4074,3259
520,0,0.2704,2163
524,0,0.1951,1560
528,0,0.1631,1304
532,0,0.1598,1278
536,0,0.1671,1336
540,0,0.1665,1332
544,0,0.1595,1276
548,0,0.1545,1235
552,0,0.1522,1217
556,0,0.1499,1199
560,0,0.1450,1159
564,0,0.1404,1123
568,0,0.1378,1102
572,0,0.1358,1086
576,0,0.1327,1061
580,0,0.1276,1021
584,0,0.1226,980
588,0,0.1188,950
592,0,0.1163,930
596,0,0.1139,911
600,0,0.1122,897
604,0,0.1118,894
608,0,0.1117,893
612,0,0.1100,879
616,0,0.1086,868
620,0,0.1078,862
624,0,0.1092,873
628,0,0.1143,914
632,0,0.1163,930
636,0,0.0997,797
0,4,0.4534,3627
4,4,0.4569,3655
8,4,0.4565,3652
12,4,0.4570,3655
16,4,0.4576,3660
20,4,0.4577,3661
24,4,0.4568,3654
28,4,0.4570,3656
32,4,0.4556,3645
36,4,0.4546,3636
40,4,0.4545,3635
44,4,0.4547,3637
48,4,0.4539,3631
52,4,0.4533,3626
56,4,0.4531,3624
60,4,0.4530,3623
64,4,0.4524,3619
68,4,0.4530,3623
72,4,0.4523,3618
76,4,0.4516,3612
80,4,0.4514,3611
84,4,0.4519,3615
88,4,0.4521,3617
92,4,0.4525,3619
96,4,0.4529,3623
100,4,0.4535,3628
104,4,0.4546,3636
108,4,0.4556,3645
112,4,0.4568,3654
116,4,0.4577,3661
120,4,0.4590,3671
124,4,0.4604,3683
128,4,0.4624,3699
132,4,0.4644,3715
136,4,0.4670,3735
140,4,0.4694,3755
144,4,0.4720,3776
148,4,0.4752,3801
152,4,0.4792,3833
156,4,0.4836,3868
160,4,0.4887,3909
164,4,0.4942,3953
168,4,0.4996,3997
172,4,0.5053,4042
176,4,0.5107,4085
180,4,0.5150,4120
184,4,0.5196,4156
188,4,0.5252,4201
192,4,0.5311,4248
196,4,0.5370,4296
200,4,0.5435,4348
204,4,0.5509,4406
208,4,0.5585,4467
212,4,0.5667,4533
216,4,0.5756,4604
220,4,0.5853,4682
224,4,0.5957,4765
228,4,0.6062,4849
232,4,0.6169,4934
236,4,0.6278,5022
240,4,0.6392,5113
244,4,0.6513,5210
248,4,0.6637,5309
252,4,0.6760,5407
256,4,0.6873,5498
260,4,0.6982,5585
264,4,0.7090,5671
268,4,0.7199,5759
272,4,0.7305,5844
276,4,0.7404,5923
280,4,0.7502,6001
284,4,0.7599,6078
288,4,0.7690,6152
292,4,0.7770,6216
296,4,0.7849,6278
300,4,0.7920,6336
304,4,0.7984,6387
308,4,0.8039,6431
312,4,0.8095,6475
316,4,0.8154,6523
320,4,0.8210,6567
324,4,0.8255,6604
328,4,0.8297,6637
332,4,0.8333,6666
336,4,0.8374,6699
340,4,0.8415,6731
344,4,0.8451,6760
348,4,0.8480,6783
352,4,0.8517,6813
356,4,0.8549,6839
360,4,0.8578,6862
364,4,0.8601,6880
368,4,0.8617,6893
372,4,0.8623,6898
376,4,0.8629,6902
380,4,0.8630,6904
384,4,0.8628,6902
388,4,0.8627,6901
392,4,0.8632,6905
396,4,0.8629,6903
400,4,0.8617,6893
404,4,0.8594,6875
408,4,0.8571,6856
412,4,0.8549,6838
416,4,0.8521,6816
420,4,0.8488,6790
424,4,0.8449,6758
428,4,0.8409,6726
432,4,0.8366,6692
436,4,0.8321,6656
440,4,0.8268,6614
444,4,0.8209,6566
448,4,0.8142,6513
452,4,0.8080,6464
456,4,0.8013,6410
460,4,0.7939,6350
464,4,0.7847,6277
468,4,0.7756,6204
472,4,0.7648,6118
476,4,0.7536,6028
480,4,0.7421,5936
484,4,0.7305,5843
488,4,0.7192,5753
492,4,0.7063,5650
496,4,0.6947,5557
500,4,0.6847,5477
504,4,0.6735,5388
508,4,0.6464,5171
512,4,0.5815,4652
516,4,0.4306,3444
520,4,0.2763,2210
524,4,0.2106,1684
528,4,0.1841,1472
532,4,0.1742,1393
536,4,0.1693,1354
540,4,0.1695,1355
544,4,0.1663,1330
548,4,0.1604,1283
552,4,0.1541,1232
556,4,0.1501,1200
560,4,0.1454,1163
564,4,0.1407,1125
568,4,0.1370,1095
572,4,0.1344,1075
576,4,0.1310,1047
580,4,0.1265,1011
584,4,0.1223,978
588,4,0.1178,942
592,4,0.1141,912
596,4,0.1106,884
600,4,0.1091,873
604,4,0.1097,877
608,4,0.1095,876
612,4,0.1081,864
616,4,0.1066,853
620,4,0.1061,849
624,4,0.1086,868
628,4,0.1147,917
632,4,0.1251,1001
636,4,0.1537,1229
0,8,0.4549,3639
4,8,0.4555,3644
8,8,0.4546,3636
12,8,0.4558,3646
16,8,0.4553,3642
20,8,0.4541,3633
24,8,0.4539,3631
28,8,0.4550,3639
32,8,0.4541,3632
36,8,0.4534,3626
40,8,0.4530,3623
44,8,0.4528,3622
48,8,0.4521,3616
52,8,0.4522,3617
56,8,0.4530,3623
60,8,0.4531,3624
64,8,0.4526,3620
68,8,0.4530,3624
72,8,0.4525,3620
76,8,0.4521,3616
80,8,0.4519,3614
84,8,0.4520,3615
88,8,0.4520,3615
92,8,0.4519,3615
96,8,0.4520,3615
100,8,0.4526,3620
104,8,0.4534,3627
108,8,0.4544,3634
112,8,0.4553,3642
116,8,0.4561,3648
120,8,0.4572,3657
124,8,0.4586,3669
128,8,0.4606,3684
132,8,0.4620,3695
136,8,0.4641,3713
140,8,0.4667,3733
144,8,0.4695,3755
148,8,0.4726,3780
152,8,0.4770,3815
156,8,0.4814,3851
160,8,0.4862,3889
164,8,0.4915,3932
168,8,0.4971,3976
172,8,0.5028,4022
176,8,0.5083,4066
180,8,0.5134,4106
184,8,0.5186,4148
188,8,0.5243,4194
192,8,0.5296,4236
196,8,0.5353,4282
200,8,0.5417,4333
204,8,0.5488,4390
208,8,0.5566,4452
212,8,0.5652,4521
216,8,0.5747,4597
220,8,0.5847,4677
224,8,0.5951,4760
228,8,0.6053,4842
232,8,0.6160,4928
236,8,0.6271,5017
240,8,0.6387,5109
244,8,0.6509,5207
248,8,0.6634,5307
252,8,0.6760,5408
256,8,0.6876,5501
260,8,0.6986,5588
264,8,0.7092,5673
268,8,0.7198,5758
272,8,0.7303,5842
276,8,0.7404,5923
280,8,0.7506,6004
284,8,0.7605,6083
288,8,0.7696,6157
292,8,0.7777,6221
296,8,0.7857,6285
300,8,0.7932,6345
304,8,0.8000,6399
308,8,0.8058,6446
312,8,0.8117,6493
316,8,0.8176,6540
320,8,0.8232,6585
324,8,0.8277,6621
328,8,0.8314,6651
332,8,0.8348,6678
336,8,0.8385,6708
340,8,0.8421,6736
344,8,0.8454,6762
348,8,0.8480,6784
352,8,0.8514,6811
356,8,0.8540,6831
360,8,0.8562,6849
364,8,0.8580,6864
368,8,0.8594,6875
372,8,0.8597,6877
376,8,0.8598,6878
380,8,0.8596,6876
384,8,0.8590,6871
388,8,0.8583,6866
392,8,0.8580,6864
396,8,0.8573,6858
400,8,0.8558,6846
404,8,0.8537,6829
408,8,0.8513,6810
412,8,0.8486,6788
416,8,0.8457,6765
420,8,0.8427,6741
424,8,0.8391,6713
428,8,0.8355,6684
432,8,0.8318,6654
436,8,0.8275,6619
440,8,0.8229,6583
444,8,0.8177,6541
448,8,0.8113,6490
452,8,0.8060,6447
456,8,0.7999,6399
460,8,0.7929,6343
464,8,0.7841,6272
468,8,0.7754,6202
472,8,0.7641,6113
476,8,0.7525,6020
480,8,0.7410,5928
484,8,0.7298,5838
488,8,0.7194,5755
492,8,0.7062,5649
496,8,0.6937,5549
500,8,0.6827,5461
504,8,0.6724,5379
508,8,0.6510,5208
512,8,0.6043,4834
516,8,0.4761,3809
520,8,0.2980,2384
524,8,0.2123,1698
528,8,0.1928,1542
532,8,0.1826,1460
536,8,0.1768,1414
540,8,0.1704,1363
544,8,0.1664,1331
548,8,0.1606,1284
552,8,0.1537,1229
556,8,0.1497,1197
560,8,0.1459,1167
564,8,0.1415,1132
568,8,0.1375,1099
572,8,0.1340,1072
576,8,0.1309,1047
580,8,0.1275,1019
584,8,0.1239,990
588,8,0.1199,959
592,8,0.1166,932
596,8,0.1128,902
600,8,0.1104,882
604,8,0.1101,880
608,8,0.1098,878
612,8,0.1083,866
616,8,0.1070,855
620,8,0.1067,853
624,8,0.1072,857
628,8,0.1096,877
632,8,0.1228,982
636,8,0.1496,1196
0,12,0.4536,3628
4,12,0.4549,3638
8,12,0.4550,3639
12,12,0.4564,3651
16,12,0.4561,3648
20,12,0.4547,3637
24,12,0.4541,3632
28,12,0.4544,3635
32,12,0.4532,3625
36,12,0.4523,3618
40,12,0.4518,3614
44,12,0.4514,3611
48,12,0.4505,3603
52,12,0.4513,3610
56,12,0.4527,3621
60,12,0.4533,3626
64,12,0.4531,3624
68,12,0.4532,3625
72,12,0.4529,3622
76,12,0.4526,3621
80,12,0.4525,3620
84,12,0.4527,3621
88,12,0.4529,3622
92,12,0.4527,3621
96,12,0.4526,3620
100,12,0.4530,3624
104,12,0.4535,3627
108,12,0.4538,3630
112,12,0.4548,3638
116,12,0.4556,3644
120,12,0.4564,3651
124,12,0.4579,3663
128,12,0.4601,3680
132,12,0.4613,3690
136,12,0.4634,3707
140,12,0.4657,3725
144,12,0.4684,3746
148,12,0.4714,3770
152,12,0.4763,3810
156,12,0.4812,3849
160,12,0.4859,3887
164,12,0.4913,3930
168,12,0.4968,3974
172,12,0.5025,4019
176,12,0.5080,4064
180,12,0.5138,4110
184,12,0.5197,4157
188,12,0.5255,4203
192,12,0.5306,4245
196,12,0.5363,4290
200,12,0.5424,4339
204,12,0.5492,4393
208,12,0.5571,4456
212,12,0.5658,4526
216,12,0.5756,4604
220,12,0.5859,4686
224,12,0.5965,4772
228,12,0.6067,4853
232,12,0.6175,4940
236,12,0.6290,5031
240,12,0.6409,5127
244,12,0.6536,5228
248,12,0.6666,5332
252,12,0.6797,5437
256,12,0.6915,5531
260,12,0.7026,5620
264,12,0.7133,5706
268,12,0.7239,5791
272,12,0.7347,5877
276,12,0.7452,5961
280,12,0.7557,6045
284,12,0.7658,6126
288,12,0.7752,6201
292,12,0.7836,6268
296,12,0.7919,6335
300,12,0.7997,6397
304,12,0.8067,6453
308,12,0.8131,6504
312,12,0.8194,6555
316,12,0.8255,6604
320,12,0.8312,6649
324,12,0.8358,6686
328,12,0.8396,6716
332,12,0.8431,6745
336,12,0.8470,6776
340,12,0.8504,6803
344,12,0.8536,6828
348,12,0.8563,6850
352,12,0.8593,6874
356,12,0.8614,6891
360,12,0.8631,6905
364,12,0.8646,6916
368,12,0.8654,6923
372,12,0.8649,6919
376,12,0.8644,6914
380,12,0.8637,6909
384,12,0.8627,6901
388,12,0.8613,6890
392,12,0.8605,6883
396,12,0.8594,6875
400,12,0.8577,6861
404,12,0.8556,6845
408,12,0.8533,6826
412,12,0.8507,6805
416,12,0.8477,6781
420,12,0.8445,6756
424,12,0.8406,6724
428,12,0.8366,6692
432,12,0.8324,6658
436,12,0.8280,6623
440,12,0.8232,6585
444,12,0.8179,6543
448,12,0.8113,6490
452,12,0.8065,6451
456,12,0.8010,6408
460,12,0.7945,6356
464,12,0.7861,6288
468,12,0.7775,6220
472,12,0.7657,6125
476,12,0.7532,6025
480,12,0.7411,5928
484,12,0.7296,5836
488,12,0.7194,5754
492,12,0.7058,5646
496,12,0.6933,5546
500,12,0.6822,5457
504,12,0.6730,5383
508,12,0.6569,5255
512,12,0.6251,5000
516,12,0.5403,4322
520,12,0.3268,2614
524,12,0.2144,1714
528,12,0.1943,1554
532,12,0.1855,1484
536,12,0.1775,1419
540,12,0.1712,1369
544,12,0.1668,1334
548,12,0.1618,1294
552,12,0.1570,1256
556,12,0.1520,1215
560,12,0.1473,1178
564,12,0.1422,1137
568,12,0.1381,1104
572,12,0.1343,1074
576,12,0.1312,1049
580,12,0.1274,1019
584,12,0.1242,993
588,12,0.1207,965
592,12,0.1186,948
596,12,0.1155,924
600,12,0.1127,901
604,12,0.1112,889
608,12,0.1097,877
612,12,0.1070,855
616,12,0.1049,838
620,12,0.1041,832
624,12,0.1041,832
628,12,0.1050,840
632,12,0.1189,951
636,12,0.1435,1147
0,16,0.4553,3642
4,16,0.4549,3638
8,16,0.4547,3637
12,16,0.4561,3649
16,16,0.4560,3648
20,16,0.4547,3637
24,16,0.4539,3630
28,16,0.4534,3627
32,16,0.4521,3616
36,16,0.4516,3612
40,16,0.4515,3612
44,16,0.4512,3609
48,16,0.4502,3601
52,16,0.4508,3606
56,16,0.4522,3617
60,16,0.4531,3625
64,16,0.4528,3622
68,16,0.4528,3622
72,16,0.4523,3618
76,16,0.4517,3613
80,16,0.4512,3609
84,16,0.4516,3612
88,16,0.4525,3619
92,16,0.4524,3619
96,16,0.4521,3616
100,16,0.4521,3617
104,16,0.4525,3620
108,16,0.4528,3622
112,16,0.4543,3634
116,16,0.4552,3641
120,16,0.4558,3646
124,16,0.4571,3656
128,16,0.4591,3672
132,16,0.4599,3679
136,16,0.4621,3696
140,16,0.4645,3715
144,16,0.4666,3733
148,16,0.4697,3757
152,16,0.4751,3800
156,16,0.4804,3842
160,16,0.4854,3883
164,16,0.4909,3927
168,16,0.4963,3970
172,16,0.5017,4013
176,16,0.5072,4057
180,16,0.5135,4107
184,16,0.5198,4158
188,16,0.5258,4206
192,16,0.5311,4249
196,16,0.5369,4294
200,16,0.5431,4344
204,16,0.5499,4399
208,16,0.5581,4464
212,16,0.5671,4536
216,16,0.5770,4616
220,16,0.5874,4698
224,16,0.5979,4783
228,16,0.6079,4862
232,16,0.6187,4949
236,16,0.6303,5042
240,16,0.6426,5140
244,16,0.6559,5246
248,16,0.6692,5353
252,16,0.6827,5461
256,16,0.6948,5558
260,16,0.7061,5649
264,16,0.7173,5738
268,16,0.7283,5826
272,16,0.7393,5914
276,16,0.7501,6001
280,16,0.7605,6084
284,16,0.7705,6164
288,16,0.7803,6242
292,16,0.7892,6313
296,16,0.7978,6382
300,16,0.8052,6441
304,16,0.8120,6496
308,16,0.8184,6546
312,16,0.8247,6597
316,16,0.8307,6645
320,16,0.8364,6691
324,16,0.8410,6728
328,16,0.8446,6756
332,16,0.8479,6783
336,16,0.8515,6812
340,16,0.8544,6835
344,16,0.8571,6856
348,16,0.8597,6877
352,16,0.8622,6897
356,16,0.8637,6909
360,16,0.8649,6919
364,16,0.8657,6925
368,16,0.8659,6927
372,16,0.8648,6918
376,16,0.8639,6910
380,16,0.8632,6905
384,16,0.8621,6896
388,16,0.8605,6883
392,16,0.8594,6875
396,16,0.8581,6864
400,16,0.8561,6848
404,16,0.8539,6831
408,16,0.8514,6811
412,16,0.8488,6790
416,16,0.8456,6764
420,16,0.8425,6739
424,16,0.8387,6709
428,16,0.8347,6677
432,16,0.8304,6643
436,16,0.8261,6608
440,16,0.8214,6570
444,16,0.8160,6528
448,16,0.8089,6471
452,16,0.8047,6437
456,16,0.7999,6399
460,16,0.7940,6351
464,16,0.7860,6288
468,16,0.7774,6219
472,16,0.7655,6123
476,16,0.7527,6021
480,16,0.7407,5925
484,16,0.7294,5835
488,16,0.7194,5755
492,16,0.7056,5644
496,16,0.6930,5543
500,16,0.6818,5454
504,16,0.6714,5371
508,16,0.6593,5274
512,16,0.6354,5083
516,16,0.5875,4700
520,16,0.4020,3216
524,16,0.2259,1806
528,16,0.1969,1575
532,16,0.1846,1476
536,16,0.1763,1410
540,16,0.1696,1356
544,16,0.1662,1329
548,16,0.1618,1294
552,16,0.1581,1264
556,16,0.1550,1239
560,16,0.1491,1192
564,16,0.1434,1146
568,16,0.1392,1113
572,16,0.1357,1085
576,16,0.1327,1061
580,16,0.1290,1032
584,16,0.1261,1009
588,16,0.1229,982
592,16,0.1214,971
596,16,0.1182,945
600,16,0.1149,919
604,16,0.1130,903
608,16,0.1115,892
612,16,0.1080,863
616,16,0.1049,839
620,16,0.1031,824
624,16,0.1019,815
628,16,0.1020,815
632,16,0.1170,935
636,16,0.1419,1135
0,20,0.4562,3649
4,20,0.4549,3639
8,20,0.4550,3639
12,20,0.4567,3653
16,20,0.4567,3653
20,20,0.4554,3643
24,20,0.4543,3634
28,20,0.4535,3628
32,20,0.4518,3614
36,20,0.4515,3611
40,20,0.4517,3613
44,20,0.4513,3610
48,20,0.4502,3601
52,20,0.4503,3602
56,20,0.4514,3611
60,20,0.4524,3618
64,20,0.4521,3616
68,20,0.4522,3617
72,20,0.4519,3615
76,20,0.4513,3610
80,20,0.4508,3606
84,20,0.4513,3610
88,20,0.4525,3620
92,20,0.4522,3617
96,20,0.4519,3615
100,20,0.4518,3614
104,20,0.4523,3618
108,20,0.4523,3618
112,20,0.4540,3631
116,20,0.4551,3640
120,20,0.4560,3647
124,20,0.4572,3657
128,20,0.4587,3669
132,20,0.4591,3673
136,20,0.4612,3689
140,20,0.4637,3709
144,20,0.4658,3726
148,20,0.4688,3750
152,20,0.4742,3793
156,20,0.4797,3837
160,20,0.4849,3879
164,20,0.4905,3923
168,20,0.4958,3966
172,20,0.5009,4007
176,20,0.5065,4052
180,20,0.5129,4103
184,20,0.5196,4156
188,20,0.5261,4208
192,20,0.5316,4253
196,20,0.5374,4299
200,20,0.5437,4349
204,20,0.5510,4407
208,20,0.5596,4477
212,20,0.5687,4549
216,20,0.5787,4629
220,20,0.5892,4713
224,20,0.6000,4799
228,20,0.6102,4881
232,20,0.6209,4967
236,20,0.6325,5060
240,20,0.6451,5160
244,20,0.6587,5269
248,20,0.6722,5377
252,20,0.6860,5488
256,20,0.6983,5586
260,20,0.7100,5679
264,20,0.7216,5772
268,20,0.7333,5866
272,20,0.7447,5957
276,20,0.7559,6047
280,20,0.7666,6132
284,20,0.7770,6216
288,20,0.7873,6298
292,20,0.7966,6372
296,20,0.8054,6442
300,20,0.8127,6501
304,20,0.8190,6551
308,20,0.8249,6599
312,20,0.8309,6647
316,20,0.8367,6693
320,20,0.8423,6738
324,20,0.8466,6772
328,20,0.8497,6797
332,20,0.8526,6821
336,20,0.8558,6846
340,20,0.8581,6864
344,20,0.8601,6881
348,20,0.8624,6899
352,20,0.8642,6913
356,20,0.8651,6920
360,20,0.8655,6923
364,20,0.8656,6924
368,20,0.8661,6928
372,20,0.8650,6920
376,20,0.8639,6911
380,20,0.8630,6903
384,20,0.8617,6893
388,20,0.8601,6881
392,20,0.8588,6870
396,20,0.8572,6857
400,20,0.8549,6839
404,20,0.8526,6820
408,20,0.8501,6800
412,20,0.8474,6779
416,20,0.8443,6754
420,20,0.8412,6729
424,20,0.8376,6700
428,20,0.8335,6668
432,20,0.8291,6632
436,20,0.8250,6599
440,20,0.8205,6563
444,20,0.8153,6522
448,20,0.8083,6466
452,20,0.8033,6426
456,20,0.7987,6389
460,20,0.7931,6345
464,20,0.7856,6284
468,20,0.7773,6218
472,20,0.7655,6123
476,20,0.7527,6021
480,20,0.7409,5926
484,20,0.7297,5837
488,20,0.7196,5756
492,20,0.7057,5645
496,20,0.6929,5543
500,20,0.6813,5450
504,20,0.6705,5363
508,20,0.6589,5271
512,20,0.6370,5096
516,20,0.6024,4819
520,20,0.4729,3783
524,20,0.2701,2160
528,20,0.2029,1623
532,20,0.1864,1491
536,20,0.1799,1438
540,20,0.1707,1365
544,20,0.1663,1330
548,20,0.1623,1298
552,20,0.1584,1267
556,20,0.1563,1250
560,20,0.1509,1207
564,20,0.1455,1163
568,20,0.1412,1129
572,20,0.1376,1100
576,20,0.1349,1079
580,20,0.1318,1054
584,20,0.1292,1033
588,20,0.1256,1004
592,20,0.1240,992
596,20,0.1204,963
600,20,0.1166,932
604,20,0.1147,917
608,20,0.1140,911
612,20,0.1106,884
616,20,0.1076,860
620,20,0.1050,839
624,20,0.1027,821
628,20,0.1018,814
632,20,0.1167,933
636,20,0.1414,1131
0,24,0.4546,3636
4,24,0.4543,3634
8,24,0.4542,3633
12,24,0.4564,3651
16,24,0.4565,3651
20,24,0.4554,3642
24,24,0.4542,3633
28,24,0.4535,3628
32,24,0.4514,3611
36,24,0.4507,3605
40,24,0.4507,3605
44,24,0.4501,3601
48,24,0.4486,3589
52,24,0.4484,3587
56,24,0.4498,3598
60,24,0.4511,3608
64,24,0.4508,3606
68,24,0.4506,3604
72,24,0.4505,3604
76,24,0.4498,3598
80,24,0.4496,3596
84,24,0.4502,3601
88,24,0.4517,3613
92,24,0.4511,3609
96,24,0.4507,3605
100,24,0.4507,3605
104,24,0.4511,3609
108,24,0.4511,3608
112,24,0.4523,3618
116,24,0.4533,3626
120,24,0.4545,3635
124,24,0.4559,3646
128,24,0.4575,3660
132,24,0.4580,3664
136,24,0.4601,3680
140,24,0.4626,3700
144,24,0.4650,3719
148,24,0.4679,3742
152,24,0.4728,3782
156,24,0.4778,3822
160,24,0.4827,3861
164,24,0.4883,3906
168,24,0.4937,3949
172,24,0.4992,3993
176,24,0.5051,4040
180,24,0.5115,4091
184,24,0.5183,4146
188,24,0.5255,4204
192,24,0.5317,4253
196,24,0.5376,4300
200,24,0.5442,4353
204,24,0.5522,4417
208,24,0.5610,4487
212,24,0.5698,4558
216,24,0.5794,4635
220,24,0.5901,4720
224,24,0.6014,4810
228,24,0.6122,4897
232,24,0.6228,4982
236,24,0.6340,5071
240,24,0.6463,5170
244,24,0.6602,5281
248,24,0.6743,5394
252,24,0.6888,5510
256,24,0.7016,5612
260,24,0.7135,5708
264,24,0.7255,5804
268,24,0.7377,5901
272,24,0.7494,5995
276,24,0.7611,6088
280,24,0.7725,6179
284,24,0.7839,6271
288,24,0.7946,6356
292,24,0.8043,6434
296,24,0.8132,6505
300,24,0.8206,6564
304,24,0.8264,6611
308,24,0.8316,6652
312,24,0.8371,6696
316,24,0.8423,6738
320,24,0.8468,6774
324,24,0.8500,6800
328,24,0.8527,6821
332,24,0.8552,6841
336,24,0.8579,6863
340,24,0.8598,6878
344,24,0.8615,6891
348,24,0.8631,6904
352,24,0.8645,6915
356,24,0.8647,6917
360,24,0.8645,6916
364,24,0.8645,6916
368,24,0.8654,6922
372,24,0.8644,6915
376,24,0.8633,6906
380,24,0.8622,6897
384,24,0.8607,6885
388,24,0.8592,6873
392,24,0.8577,6861
396,24,0.8560,6848
400,24,0.8539,6830
404,24,0.8515,6811
408,24,0.8491,6792
412,24,0.8465,6772
416,24,0.8434,6747
420,24,0.8402,6721
424,24,0.8366,6692
428,24,0.8322,6657
432,24,0.8275,6619
436,24,0.8234,6587
440,24,0.8194,6554
444,24,0.8145,6515
448,24,0.8078,6462
452,24,0.8030,6424
456,24,0.7979,6383
460,24,0.7927,6341
464,24,0.7858,6286
468,24,0.7779,6223
472,24,0.7662,6129
476,24,0.7532,6025
480,24,0.7412,5929
484,24,0.7297,5837
488,24,0.7193,5754
492,24,0.7054,5643
496,24,0.6923,5538
500,24,0.6802,5441
504,24,0.6689,5351
508,24,0.6575,5259
512,24,0.6371,5097
516,24,0.6035,4827
520,24,0.4989,3990
524,24,0.3107,2485
528,24,0.2224,1779
532,24,0.1977,1581
536,24,0.1844,1474
540,24,0.1771,1416
544,24,0.1710,1367
548,24,0.1649,1319
552,24,0.1610,1288
556,24,0.1580,1263
560,24,0.1542,1233
564,24,0.1485,1188
568,24,0.1441,1153
572,24,0.1405,1124
576,24,0.1381,1104
580,24,0.1352,1081
584,24,0.1325,1059
588,24,0.1286,1028
592,24,0.1273,1018
596,24,0.1241,993
600,24,0.1204,963
604,24,0.1183,946
608,24,0.1174,939
612,24,0.1139,910
616,24,0.1108,886
620,24,0.1079,863
624,24,0.1053,842
628,24,0.1042,833
632,24,0.1176,940
636,24,0.1408,1126
0,28,0.4525,3619
4,28,0.4531,3625
8,28,0.4530,3623
12,28,0.4554,3643
16,28,0.4555,3643
20,28,0.4547,3637
24,28,0.4535,3627
28,28,0.4528,3622
32,28,0.4506,3605
36,28,0.4497,3597
40,28,0.4492,3593
44,28,0.4483,3586
48,28,0.4466,3573
52,28,0.4464,3570
56,28,0.4483,3586
60,28,0.4497,3597
64,28,0.4494,3595
68,28,0.4491,3593
72,28,0.4491,3593
76,28,0.4480,3584
80,28,0.4476,3581
84,28,0.4485,3588
88,28,0.4505,3603
92,28,0.4498,3598
96,28,0.4490,3592
100,28,0.4489,3591
104,28,0.4495,3595
108,28,0.4500,3600
112,28,0.4513,3610
116,28,0.4523,3618
120,28,0.4530,3623
124,28,0.4540,3631
128,28,0.4556,3644
132,28,0.4563,3650
136,28,0.4584,3666
140,28,0.4611,3688
144,28,0.4640,3711
148,28,0.4672,3737
152,28,0.4722,3777
156,28,0.4770,3815
160,28,0.4819,3854
164,28,0.4875,3900
168,28,0.4934,3947
172,28,0.4994,3995
176,28,0.5056,4044
180,28,0.5116,4093
184,28,0.5182,4145
188,28,0.5258,4206
192,28,0.5327,4261
196,28,0.5392,4313
200,28,0.5466,4372
204,28,0.5547,4437
